id,name,price,cost,Y,Yalternate,X1,X2,X3,X4,X5,type,D6,D7,D8,D9,D10,drive,D11,D12
196,BMW 745i 4dr,"69,195","63,190",18,26,4.376,3.25,4.4,8,1.18,sedan,0,0,0,0,0,rwd,0,1
197,BMW 745Li 4dr,"73,195","66,830",18,26,4.464,3.25,4.4,8,1.23,sedan,0,0,0,0,0,rwd,0,1
198,Buick Park Avenue Ultra 4dr,"40,720","36,927",18,28,3.909,2.40,3.8,6,1.14,sedan,0,0,0,0,0,fwd,0,0
199,Cadillac Deville 4dr,"45,445","41,650",18,26,3.984,2.75,4.6,8,1.15,sedan,0,0,0,0,0,fwd,0,0
200,Cadillac Deville DTS 4dr,"50,595","46,362",18,26,4.044,3.00,4.6,8,1.15,sedan,0,0,0,0,0,fwd,0,0
201,Cadillac Seville SLS 4dr,"47,955","43,841",18,26,3.992,2.75,4.6,8,1.12,sedan,0,0,0,0,0,fwd,0,0
202,Infiniti M45 4dr,"42,845","38,792",17,23,3.851,3.40,4.5,8,1.10,sedan,0,0,0,0,0,rwd,0,1
203,Infiniti Q45 Luxury 4dr,"52,545","47,575",17,23,3.977,3.40,4.5,8,1.13,sedan,0,0,0,0,0,rwd,0,1
204,Jaguar S-Type 3.0 4dr,"43,895","40,004",18,26,3.777,2.35,3.0,6,1.15,sedan,0,0,0,0,0,rwd,0,1
205,Jaguar S-Type 4.2 4dr,"49,995","45,556",18,28,3.874,2.94,4.2,8,1.15,sedan,0,0,0,0,0,rwd,0,1
206,Jaguar S-Type R 4dr,"63,120","57,499",17,24,4.046,3.90,4.2,8,1.15,sedan,0,0,0,0,0,rwd,0,1
207,Jaguar Vanden Plas 4dr,"68,995","62,846",18,28,3.803,2.94,4.2,8,1.19,sedan,0,0,0,0,0,rwd,0,1
208,Jaguar XJ8 4dr,"59,995","54,656",18,28,3.803,2.94,4.2,8,1.19,sedan,0,0,0,0,0,rwd,0,1
209,Jaguar XJR 4dr,"74,995","68,306",17,24,3.948,3.90,4.2,8,1.19,sedan,0,0,0,0,0,rwd,0,1
210,Lexus GS 300 4dr,"41,010","36,196",18,25,3.649,2.20,3.0,6,1.10,sedan,0,0,0,0,0,rwd,0,1
211,Lexus GS 430 4dr,"48,450","42,232",18,23,3.715,3.00,4.3,8,1.10,sedan,0,0,0,0,0,rwd,0,1
212,Lexus LS 430 4dr,"55,750","48,583",18,25,3.990,2.90,4.3,8,1.15,sedan,0,0,0,0,0,rwd,0,1
213,Lincoln LS V8 Sport 4dr,"40,095","36,809",17,24,3.768,2.80,3.9,8,1.15,sedan,0,0,0,0,0,rwd,0,1
214,Lincoln LS V8 Ultimate 4dr,"43,495","39,869",17,24,3.768,2.80,3.9,8,1.15,sedan,0,0,0,0,0,rwd,0,1
215,Lincoln Town Car Signature 4dr,"41,815","38,418",17,25,4.369,2.39,4.6,8,1.18,sedan,0,0,0,0,0,rwd,0,1
216,Lincoln Town Car Ultimate 4dr,"44,925","41,217",17,25,4.369,2.39,4.6,8,1.18,sedan,0,0,0,0,0,rwd,0,1
217,Lincoln Town Car Ultimate L 4dr,"50,470","46,208",17,25,4.474,2.39,4.6,8,1.24,sedan,0,0,0,0,0,rwd,0,1
218,Mercedes-Benz C32 AMG 4dr,"52,120","48,522",16,21,3.540,3.49,3.2,6,1.07,sedan,0,0,0,0,0,rwd,0,1
219,Mercedes-Benz CL500 2dr,"94,820","88,324",16,24,4.085,3.02,5.0,8,1.14,sedan,0,0,0,0,0,rwd,0,1
220,Mercedes-Benz CL600 2dr,"128,420","119,600",13,19,4.473,4.93,5.5,12,1.14,sedan,0,0,0,0,0,rwd,0,1
221,Mercedes-Benz CLK320 coupe 2dr (convertible),"45,707","41,966",20,26,3.770,2.15,3.2,6,1.07,sedan,0,0,0,0,0,rwd,0,1
222,Mercedes-Benz CLK500 coupe 2dr (convertible),"52,800","49,104",17,22,3.585,3.02,5.0,8,1.07,sedan,0,0,0,0,0,rwd,0,1
223,Mercedes-Benz E320 4dr,"48,170","44,849",19,27,3.635,2.21,3.2,6,1.12,sedan,0,0,0,0,0,rwd,0,1
224,Mercedes-Benz E500 4dr,"57,270","53,382",16,20,3.815,3.02,5.0,8,1.12,sedan,0,0,0,0,0,rwd,0,1
225,Mercedes-Benz S430 4dr,"74,320","69,168",18,26,4.160,2.75,4.3,8,1.22,sedan,0,0,0,0,0,rwd,0,1
226,Mercedes-Benz S500 4dr,"86,970","80,939",16,24,4.390,3.02,5.0,8,1.22,sedan,0,0,0,0,0,awd,1,0
227,Saab 9-3 Arc convertible 2dr,"40,670","38,520",21,29,3.480,2.10,2.0,4,1.05,sedan,0,0,0,0,0,fwd,0,0
228,Saab 9-3 Aero convertible 2dr,"43,175","40,883",21,30,3.700,2.10,2.0,4,1.05,sedan,0,0,0,0,0,fwd,0,0
229,Volvo C70 LPT convertible 2dr,"40,565","38,203",21,28,3.450,1.97,2.4,5,1.05,sedan,0,0,0,0,0,fwd,0,0
230,Volvo C70 HPT convertible 2dr,"42,565","40,083",20,26,3.450,2.42,2.3,5,1.05,sedan,0,0,0,0,0,fwd,0,0
231,Volvo S80 T6 4dr,"45,210","42,573",19,26,3.653,2.68,2.9,6,1.10,sedan,0,0,0,0,0,fwd,0,0
232,Acura NSX coupe 2dr manual S,"89,765","79,978",17,24,3.153,2.90,3.2,6,1.00,sports,1,0,0,0,0,rwd,0,1
233,Audi RS 6 4dr,"84,600","76,417",15,22,4.024,4.50,4.2,8,1.09,sports,1,0,0,0,0,fwd,0,0
234,Audi TT 1.8 convertible 2dr (coupe),"35,940","32,512",20,28,3.131,1.80,1.8,4,0.95,sports,1,0,0,0,0,fwd,0,0
235,Audi TT 1.8 Quattro 2dr (convertible),"37,390","33,891",20,28,2.921,2.25,1.8,4,0.96,sports,1,0,0,0,0,awd,1,0
236,Audi TT 3.2 coupe 2dr (convertible),"40,590","36,739",21,29,3.351,2.50,3.2,6,0.96,sports,1,0,0,0,0,awd,1,0
237,BMW M3 coupe 2dr,"48,195","44,170",16,24,3.415,3.33,3.2,6,1.08,sports,1,0,0,0,0,rwd,0,1
238,BMW M3 convertible 2dr,"56,595","51,815",16,23,3.781,3.33,3.2,6,1.08,sports,1,0,0,0,0,rwd,0,1
239,BMW Z4 convertible 2.5i 2dr,"33,895","31,065",20,28,2.932,1.84,2.5,6,0.98,sports,1,0,0,0,0,rwd,0,1
240,BMW Z4 convertible 3.0i 2dr,"41,045","37,575",21,29,2.998,2.25,3.0,6,0.98,sports,1,0,0,0,0,rwd,0,1
241,Cadillac XLR convertible 2dr,"76,200","70,546",17,25,3.647,3.20,4.6,8,1.06,sports,1,0,0,0,0,rwd,0,1
242,Chevrolet Corvette 2dr,"44,535","39,068",18,25,3.246,3.50,5.7,8,1.05,sports,1,0,0,0,0,rwd,0,1
243,Chevrolet Corvette convertible 2dr,"51,535","45,193",18,25,3.248,3.50,5.7,8,1.05,sports,1,0,0,0,0,rwd,0,1
244,Chrysler Crossfire 2dr,"34,495","32,033",17,25,3.060,2.15,3.2,6,0.95,sports,1,0,0,0,0,rwd,0,1
245,Ford Mustang 2dr (convertible),"18,345","16,943",20,29,3.290,1.93,3.8,6,1.01,sports,1,0,0,0,0,rwd,0,1
246,Ford Mustang GT Premium convertible 2dr,"29,380","26,875",17,25,3.347,2.60,4.6,8,1.01,sports,1,0,0,0,0,rwd,0,1
247,Ford Thunderbird Deluxe convert w/hardtop 2dr,"37,530","34,483",17,24,3.780,2.80,3.9,8,1.07,sports,1,0,0,0,0,fwd,0,0
248,Honda S2000 convertible 2dr,"33,260","29,965",20,25,2.835,2.40,2.2,4,0.95,sports,1,0,0,0,0,rwd,0,1
249,Hyundai Tiburon GT V6 2dr,"18,739","17,101",19,26,3.023,1.72,2.7,6,1.00,sports,1,0,0,0,0,fwd,0,0
250,Jaguar XK8 coupe 2dr,"69,995","63,756",18,26,3.779,2.94,4.2,8,1.02,sports,1,0,0,0,0,rwd,0,1
251,Jaguar XK8 convertible 2dr,"74,995","68,306",18,26,3.980,2.94,4.2,8,1.02,sports,1,0,0,0,0,rwd,0,1
252,Jaguar XKR coupe 2dr,"81,995","74,676",16,23,3.865,3.90,4.2,8,1.02,sports,1,0,0,0,0,rwd,0,1
253,Jaguar XKR convertible 2dr,"86,995","79,226",16,23,4.042,3.90,4.2,8,1.02,sports,1,0,0,0,0,rwd,0,1
254,Lexus SC 430 convertible 2dr,"63,200","55,063",18,23,3.840,3.00,4.3,8,1.03,sports,1,0,0,0,0,rwd,0,1
255,Mazda MX-5 Miata convertible 2dr,"22,388","20,701",23,28,2.387,1.42,1.8,4,0.89,sports,1,0,0,0,0,rwd,0,1
256,Mazda MX-5 Miata LS convertible 2dr,"25,193","23,285",23,28,2.387,1.42,1.8,4,0.89,sports,1,0,0,0,0,rwd,0,1
257,Mercedes-Benz SL500 convertible 2dr,"90,520","84,325",16,23,4.065,3.02,5.0,8,1.01,sports,1,0,0,0,0,rwd,0,1
258,Mercedes-Benz SL55 AMG 2dr,"121,770","113,388",14,21,4.235,4.93,5.5,8,1.01,sports,1,0,0,0,0,rwd,0,1
259,Mercedes-Benz SL600 convertible 2dr,"126,670","117,854",13,19,4.429,4.93,5.5,12,1.01,sports,1,0,0,0,0,rwd,0,1
260,Mercedes-Benz SLK230 convertible 2dr,"40,320","37,548",21,29,3.055,1.92,2.3,4,0.95,sports,1,0,0,0,0,rwd,0,1
261,Mercedes-Benz SLK32 AMG 2dr,"56,170","52,289",17,22,3.220,3.49,3.2,6,0.95,sports,1,0,0,0,0,rwd,0,1
262,Mitsubishi Eclipse GTS 2dr,"25,092","23,456",21,28,3.241,2.10,3.0,6,1.01,sports,1,0,0,0,0,fwd,0,0
263,Mitsubishi Eclipse Spyder GT convertible 2dr,"26,992","25,218",21,28,3.296,2.10,3.0,6,1.01,sports,1,0,0,0,0,fwd,0,0
264,Mitsubishi Lancer Evolution 4dr,"29,562","27,466",18,26,3.263,2.71,2.0,4,1.03,sports,1,0,0,0,0,fwd,0,0
265,Nissan 350Z coupe 2dr,"26,910","25,203",20,26,3.188,2.87,3.5,6,1.04,sports,1,0,0,0,0,rwd,0,1
266,Nissan 350Z Enthusiast convertible 2dr,"34,390","31,845",20,26,3.428,2.87,3.5,6,1.04,sports,1,0,0,0,0,rwd,0,1
267,Porsche 911 Carrera convertible 2dr (coupe),"79,165","69,229",18,26,3.135,3.15,3.6,6,0.93,sports,1,0,0,0,0,rwd,0,1
268,Porsche 911 Carrera 4S coupe 2dr (convert),"84,165","72,206",17,24,3.240,3.15,3.6,6,0.93,sports,1,0,0,0,0,awd,1,0
269,Porsche 911 Targa coupe 2dr,"76,765","67,128",18,26,3.119,3.15,3.6,6,0.93,sports,1,0,0,0,0,rwd,0,1
270,Porsche 911 GT2 2dr,"192,465","173,560",17,24,3.131,4.77,3.6,6,0.93,sports,1,0,0,0,0,rwd,0,1
271,Porsche Boxster convertible 2dr,"43,365","37,886",20,29,2.811,2.28,2.7,6,0.95,sports,1,0,0,0,0,rwd,0,1
272,Porsche Boxster S convertible 2dr,"52,365","45,766",18,26,2.911,2.58,3.2,6,0.95,sports,1,0,0,0,0,rwd,0,1
273,Subaru Impreza WRX 4dr,"25,045","23,022",20,27,3.085,2.27,2.0,4,0.99,sports,1,0,0,0,0,awd,1,0
274,Subaru Impreza WRX STi 4dr,"31,545","29,130",18,24,3.263,3.00,2.5,4,1.00,sports,1,0,0,0,0,awd,1,0
275,Toyota Celica GT-S 2dr,"22,570","20,363",24,33,2.500,1.80,1.8,4,1.02,sports,1,0,0,0,0,fwd,0,0
276,Toyota MR2 Spyder convertible 2dr,"25,130","22,787",26,32,2.195,1.38,1.8,4,0.97,sports,1,0,0,0,0,rwd,0,1
277,Cadillac Escaladet,"52,795","48,377",14,18,5.367,2.95,5.3,8,1.16,suv,0,1,0,0,0,fwd,0,0
278,Cadillac SRX V8,"46,995","43,523",16,21,4.302,3.20,4.6,8,1.16,suv,0,1,0,0,0,fwd,0,0
279,Chevrolet Suburban 1500 LT,"42,735","37,422",14,18,4.947,2.95,5.3,8,1.30,suv,0,1,0,0,0,fwd,0,0
280,Chevrolet Tahoe LT,"41,465","36,287",14,18,5.050,2.95,5.3,8,1.16,suv,0,1,0,0,0,awd,1,0
281,Dodge Durango SLT,"32,235","29,472",15,21,4.987,2.30,4.7,8,1.19,suv,0,1,0,0,0,awd,1,0
282,Ford Expedition 4.6 XLT,"34,560","30,468",15,19,5.000,2.32,4.6,8,1.19,suv,0,1,0,0,0,fwd,0,0
283,GMC Envoy XUV SLE,"31,890","28,922",15,19,4.945,2.75,4.2,6,1.29,suv,0,1,0,0,0,fwd,0,0
284,CMC Yukon 1500 SLE,"35,725","31,361",16,19,5.042,2.85,4.8,8,1.16,suv,0,1,0,0,0,fwd,0,0
285,GMC Yukon XL 2500 SLT,"46,265","40,534",13,17,6.133,3.25,6.0,8,1.30,suv,0,1,0,0,0,awd,1,0
286,Hummer H2,"49,995","45,815",10,12,6.400,3.16,6.0,8,1.23,suv,0,1,0,0,0,awd,1,0
287,Isuzu Ascender S,"31,849","29,977",15,20,4.967,2.75,4.2,6,1.29,suv,0,1,0,0,0,awd,1,0
288,Lincoln Navigator Luxury,"52,775","46,360",13,18,5.969,3.00,5.4,8,1.19,suv,0,1,0,0,0,awd,1,0
289,Nissan Pathfinder Armada SE,"33,840","30,815",13,19,5.013,3.05,5.6,8,1.23,suv,0,1,0,0,0,fwd,0,0
290,Toyota Sequoia SR5,"35,695","31,827",14,17,5.270,2.40,4.7,8,1.18,suv,0,1,0,0,0,awd,1,0
291,Acura MDX,"36,945","33,337",17,23,4.451,2.65,3.5,6,1.06,suv,0,1,0,0,0,awd,1,0
292,BMW X3 3.0i,"37,000","33,873",16,23,4.023,2.25,3.0,6,1.10,suv,0,1,0,0,0,awd,1,0
293,BMW X5 4.4i,"52,195","47,720",16,22,4.824,3.25,4.4,8,1.11,suv,0,1,0,0,0,awd,1,0
294,Buick Rainier,"37,895","34,357",15,21,4.600,2.75,4.2,6,1.13,suv,0,1,0,0,0,awd,1,0
295,Buick Rendezvous CX,"26,545","24,085",19,26,4.024,1.85,3.4,6,1.12,suv,0,1,0,0,0,fwd,0,0
296,Chevrolet TrailBlazer LT,"30,295","27,479",16,21,4.425,2.75,4.2,6,1.13,suv,0,1,0,0,0,fwd,0,0
297,Ford Explorer XLT V6,"29,670","26,983",15,20,4.463,2.10,4.0,6,1.14,suv,0,1,0,0,0,awd,1,0
298,Honda Pilot LX,"27,560","24,843",17,22,4.387,2.40,3.5,6,1.06,suv,0,1,0,0,0,awd,1,0
299,Isuzu Rodeo S,"20,449","19,261",17,21,3.836,1.93,3.2,6,1.06,suv,0,1,0,0,0,fwd,0,0
300,Jeep Grand Cherokee Laredo,"27,905","25,686",16,21,3.790,1.95,4.0,6,1.06,suv,0,1,0,0,0,fwd,0,0
301,Kia Sorento LX,"19,635","18,630",16,19,4.112,1.92,3.5,6,1.07,suv,0,1,0,0,0,fwd,0,0
302,Land Rover Range Rover HSE,"72,250","65,807",12,16,5.379,2.82,4.4,8,1.13,suv,0,1,0,0,0,awd,1,0
303,Lexus GX 470,"45,700","39,838",15,19,4.740,2.35,4.7,8,1.10,suv,0,1,0,0,0,awd,1,0
304,Lexus LX 470,"64,800","56,455",13,17,5.590,2.35,4.7,8,1.12,suv,0,1,0,0,0,awd,1,0
305,Lexus RX 330,"39,195","34,576",18,24,4.065,2.30,3.3,6,1.07,suv,0,1,0,0,0,awd,1,0
306,Lincoln Aviator Ultimate,"42,915","39,443",13,18,4.834,3.02,4.6,8,1.14,suv,0,1,0,0,0,fwd,0,0
307,Mercedes-Benz G500,"76,870","71,540",13,14,5.423,2.92,5.0,8,1.12,suv,0,1,0,0,0,awd,1,0
308,Mercedes-Benz ML500,"46,470","43,268",14,17,4.874,2.88,5.0,8,1.11,suv,0,1,0,0,0,awd,1,0
309,Mercury Mountaineer,"29,995","27,317",16,21,4.374,2.10,4.0,6,1.14,suv,0,1,0,0,0,fwd,0,0
310,Mitsubishi Endeavor XLS,"30,492","28,330",17,21,4.134,2.15,3.8,6,1.09,suv,0,1,0,0,0,awd,1,0
311,Mitsubishi Montero XLS,"33,112","30,763",15,19,4.718,2.15,3.8,6,1.10,suv,0,1,0,0,0,awd,1,0
312,Nissan Pathfinder SE,"27,339","25,972",16,21,3.871,2.40,3.5,6,1.06,suv,0,1,0,0,0,fwd,0,0
313,Pontiac Aztekt,"21,595","19,810",19,26,3.779,1.85,3.4,6,1.08,suv,0,1,0,0,0,fwd,0,0
314,Porsche Cayenne S,"56,665","49,865",14,18,4.950,3.40,4.5,8,1.12,suv,0,1,0,0,0,awd,1,0
315,Saturn VUE,"20,585","19,238",21,26,3.381,1.43,2.2,4,1.07,suv,0,1,0,0,0,awd,1,0
316,Suzuki XL-7 EX,"23,699","22,307",18,22,3.682,1.85,2.7,6,1.10,suv,0,1,0,0,0,fwd,0,0
317,Toyota 4Runner SR5 V6,"27,710","24,801",18,21,4.035,2.45,4.0,6,1.10,suv,0,1,0,0,0,fwd,0,0
318,Toyota Highlander V6,"27,930","24,915",18,24,3.935,2.30,3.3,6,1.07,suv,0,1,0,0,0,awd,1,0
319,Toyota Land Cruiser,"54,765","47,986",13,17,5.390,3.25,4.7,8,1.12,suv,0,1,0,0,0,awd,1,0
320,Volkswagen Touareg V6,"35,515","32,243",15,20,5.086,2.20,3.2,6,1.12,suv,0,1,0,0,0,awd,1,0
321,Volvo XC90 T6,"41,250","38,851",15,20,4.638,2.68,2.9,6,1.13,suv,0,1,0,0,0,awd,1,0
322,Chevrolet Tracker,"20,255","19,108",19,22,2.866,1.65,2.5,6,0.98,suv,0,1,0,0,0,fwd,0,0
323,Ford Escape XLS,"22,515","20,907",18,23,3.346,2.01,3.0,6,1.03,suv,0,1,0,0,0,awd,1,0
324,Honda CR-V LX,"19,860","18,419",21,25,3.258,1.60,2.4,4,1.03,suv,0,1,0,0,0,awd,1,0
325,Honda Element LX,"18,690","17,334",21,24,3.468,1.60,2.4,4,1.01,suv,0,1,0,0,0,awd,1,0
326,Hyundai Santa Fe GLS,"21,589","20,201",20,26,3.549,1.73,2.7,6,1.03,suv,0,1,0,0,0,fwd,0,0
327,Jeep Liberty Sport,"20,130","18,973",20,24,3.826,1.50,2.4,4,1.04,suv,0,1,0,0,0,awd,1,0
328,Jeep Wrangler Sahara convertible 2dr,"25,520","23,275",16,19,3.575,1.90,4.0,6,0.93,suv,0,1,0,0,0,awd,1,0
329,Land Rover Discovery SE,"39,250","35,777",12,16,4.576,2.17,4.6,8,1.00,suv,0,1,0,0,0,awd,1,0
330,Land Rover Freelander SE,"25,995","23,969",18,21,3.577,1.74,2.5,6,1.01,suv,0,1,0,0,0,awd,1,0
331,Mazda Tribute DX 2.0,"21,087","19,742",22,25,3.091,1.30,2.0,4,1.03,suv,0,1,0,0,0,awd,1,0
332,Mitsubishi Outlander LS,"18,892","17,569",21,27,3.240,1.60,2.4,4,1.03,suv,0,1,0,0,0,fwd,0,0
333,Nissan Xterra XE V6,"20,939","19,512",17,20,3.760,1.80,3.3,6,1.04,suv,0,1,0,0,0,fwd,0,0
334,Suzuki Vitara LX,"17,163","16,949",19,22,3.020,1.65,2.5,6,0.98,suv,0,1,0,0,0,awd,1,0
335,Toyota RAV4,"20,290","18,553",22,27,3.119,1.61,2.4,4,0.98,suv,0,1,0,0,0,awd,1,0
336,Audi A6 3.0 Avant Quattro,"40,840","37,060",18,25,4.035,2.20,3.0,6,1.09,wagon,0,0,1,0,0,awd,1,0
337,Audi S4 Avant Quattro,"49,090","44,446",15,21,3.936,3.40,4.2,8,1.04,wagon,0,0,1,0,0,awd,1,0
338,BMW 325xi Sport,"32,845","30,110",19,26,3.594,1.84,2.5,6,1.07,wagon,0,0,1,0,0,awd,1,0
339,Chevrolet Malibu Maxx LS,"22,225","20,394",22,30,3.458,2.00,3.5,6,1.12,wagon,0,0,1,0,0,fwd,0,0
340,Chrysler Pacifica,"31,230","28,725",17,23,4.675,2.50,3.5,6,1.16,wagon,0,0,1,0,0,rwd,0,1
341,Ford Focus ZTW,"17,475","16,375",26,33,2.702,1.30,2.0,4,1.03,wagon,0,0,1,0,0,fwd,0,0
342,Ford Taurus SE,"22,290","20,457",19,26,3.497,1.55,3.0,6,1.09,wagon,0,0,1,0,0,fwd,0,0
343,Infiniti FX35,"34,895","31,756",16,22,4.056,2.80,3.5,6,1.12,wagon,0,0,1,0,0,rwd,0,1
344,Infiniti FX45,"36,395","33,121",15,19,4.309,3.15,4.5,8,1.12,wagon,0,0,1,0,0,awd,1,0
345,Kia Rio Cinco,"11,905","11,410",26,33,2.447,1.04,1.6,4,0.95,wagon,0,0,1,0,0,fwd,0,0
346,Lexus IS 300 SportCross,"32,455","28,647",18,24,3.410,2.15,3.0,6,1.05,wagon,0,0,1,0,0,rwd,0,1
347,Mercedes-Benz C240,"33,780","31,466",19,25,3.470,1.68,2.6,6,1.07,wagon,0,0,1,0,0,rwd,0,1
348,Mercedes-Benz E320,"50,670","47,174",19,27,3.966,2.21,3.2,6,1.12,wagon,0,0,1,0,0,rwd,0,1
349,Mercedes-Benz E500,"60,670","56,474",16,24,4.230,3.02,5.0,8,1.12,wagon,0,0,1,0,0,awd,1,0
350,Mercury Sable GS,"22,595","20,748",19,26,3.488,1.55,3.0,6,1.09,wagon,0,0,1,0,0,fwd,0,0
351,Nissan Murano SL,"28,739","27,300",20,25,3.801,2.45,3.5,6,1.11,wagon,0,0,1,0,0,rwd,0,1
352,Pontiac Vibe,"17,045","15,973",29,36,2.701,1.30,1.8,4,1.02,wagon,0,0,1,0,0,rwd,0,1
353,Saab 9-5 Aero,"40,845","38,376",19,29,3.620,2.50,2.3,4,1.06,wagon,0,0,1,0,0,fwd,0,0
354,Saturn L300 2,"23,560","21,779",24,34,3.109,1.40,2.2,4,1.07,wagon,0,0,1,0,0,fwd,0,0
355,Scion xB,"14,165","13,480",31,35,2.425,1.08,1.5,4,0.98,wagon,0,0,1,0,0,fwd,0,0
356,Subaru Forester X,"21,445","19,646",21,28,3.090,1.65,2.5,4,0.99,wagon,0,0,1,0,0,awd,1,0
357,Subaru Outback,"23,895","21,773",21,28,3.430,1.65,2.5,4,1.04,wagon,0,0,1,0,0,awd,1,0
358,Suzuki Aerio SX,"16,497","16,291",24,29,2.932,1.55,2.3,4,0.98,wagon,0,0,1,0,0,awd,1,0
359,Toyota Matrix XR,"16,695","15,156",29,36,2.679,1.30,1.8,4,1.02,wagon,0,0,1,0,0,fwd,0,0
360,Volkswagen Jetta GL,"19,005","17,427",24,30,3.034,1.15,2.0,4,0.99,wagon,0,0,1,0,0,fwd,0,0
361,Volkswagen Passat GLS 1.8T,"24,955","22,801",22,31,3.338,1.70,1.8,4,1.06,wagon,0,0,1,0,0,fwd,0,0
362,Volkswagen Passat W8,"40,235","36,956",18,25,4.067,2.70,4.0,8,1.06,wagon,0,0,1,0,0,fwd,0,0
363,Volvo V40,"26,135","24,641",22,29,2.822,1.70,1.9,4,1.01,wagon,0,0,1,0,0,fwd,0,0
364,Volvo XC70,"35,145","33,112",20,27,3.823,2.08,2.5,5,1.09,wagon,0,0,1,0,0,awd,1,0
365,Chevrolet Astro,"26,395","23,954",14,17,4.605,1.90,4.3,6,1.11,minivan,0,0,0,1,0,awd,1,0
366,Chevrolet Venture LS,"27,020","24,518",19,26,3.699,1.85,3.4,6,1.12,minivan,0,0,0,1,0,fwd,0,0
367,Chrysler Town and Country LX,"27,490","25,371",19,26,4.068,1.80,3.3,6,1.19,minivan,0,0,0,1,0,fwd,0,0
368,Chrysler Town and Country Limited,"38,380","35,063",18,25,4.331,2.15,3.8,6,1.19,minivan,0,0,0,1,0,fwd,0,0
369,Dodge Caravan SE,"21,795","20,508",20,26,3.862,1.50,2.4,4,1.13,minivan,0,0,0,1,0,fwd,0,0
370,Dodge Grand Caravan SXT,"32,660","29,812",18,25,4.440,2.15,3.8,6,1.19,minivan,0,0,0,1,0,awd,1,0
371,Ford Freestar SE,"26,930","24,498",17,23,4.275,1.93,3.9,6,1.21,minivan,0,0,0,1,0,fwd,0,0
372,GMC Safari SLE,"25,640","23,215",16,20,4.309,1.90,4.3,6,1.11,minivan,0,0,0,1,0,rwd,0,1
373,Honda Odyssey LX,"24,950","22,498",18,25,4.310,2.40,3.5,6,1.18,minivan,0,0,0,1,0,fwd,0,0
374,Honda Odyssey EX,"27,450","24,744",18,25,4.365,2.40,3.5,6,1.18,minivan,0,0,0,1,0,fwd,0,0
375,Kia Sedona LX,"20,615","19,400",16,22,4.802,1.95,3.5,6,1.15,minivan,0,0,0,1,0,fwd,0,0
376,Mazda MPV ES,"28,750","26,600",18,25,3.812,2.00,3.0,6,1.12,minivan,0,0,0,1,0,fwd,0,0
377,Mercury Monterey Luxury,"33,995","30,846",16,23,4.340,2.01,4.2,6,1.21,minivan,0,0,0,1,0,fwd,0,0
378,Nissan Quest S,"24,780","22,958",19,26,4.012,2.40,3.5,6,1.24,minivan,0,0,0,1,0,fwd,0,0
379,Nissan Quest SE,"32,780","30,019",18,25,4.175,2.40,3.5,6,1.24,minivan,0,0,0,1,0,fwd,0,0
380,Oldsmobile Silhouette GL,"28,790","26,120",19,26,3.948,1.85,3.4,6,1.20,minivan,0,0,0,1,0,fwd,0,0
381,Pontiac Montana,"23,845","21,644",19,26,3.803,1.85,3.4,6,1.12,minivan,0,0,0,1,0,fwd,0,0
382,Pontiac Montana EWB,"31,370","28,454",18,24,4.431,1.85,3.4,6,1.21,minivan,0,0,0,1,0,awd,1,0
383,Toyota Sienna CE,"23,495","21,198",19,27,4.120,2.30,3.3,6,1.19,minivan,0,0,0,1,0,fwd,0,0
384,Toyota Sienna XLE Limited,"28,800","25,690",19,27,4.165,2.30,3.3,6,1.19,minivan,0,0,0,1,0,fwd,0,0
385,Cadillac Escalade EXT,"52,975","48,541",13,17,5.879,3.45,6.0,8,1.30,pickup,0,0,0,0,1,awd,1,0
386,Chevrolet Avalanche 1500,"36,100","31,689",14,18,5.678,2.95,5.3,8,1.30,pickup,0,0,0,0,1,awd,1,0
387,Chevrolet Colorado Z85,"18,760","17,070",18,23,3.623,1.75,2.8,4,1.11,pickup,0,0,0,0,1,awd,1,0
388,Chevrolet Silverado 1500 Regular Cab,"20,310","18,480",15,21,4.142,2.00,4.3,6,1.19,pickup,0,0,0,0,1,rwd,0,1
389,Chevrolet Silverado SS,"40,340","35,399",13,17,4.804,3.00,6.0,8,1.44,pickup,0,0,0,0,1,awd,1,0
390,Chevrolet SSR,"41,995","39,306",16,19,4.760,3.00,5.3,8,1.16,pickup,0,0,0,0,1,rwd,0,1
391,Dodge Dakota Regular Cab,"17,630","16,264",16,22,3.714,2.10,3.7,6,1.12,pickup,0,0,0,0,1,rwd,0,1
392,Dodge Dakota Club Cab,"20,300","18,670",16,22,3.829,2.10,3.7,6,1.31,pickup,0,0,0,0,1,rwd,0,1
393,Dodge Ram 1500 Regular Cab ST,"20,215","18,076",16,21,4.542,2.15,3.7,6,1.21,pickup,0,0,0,0,1,rwd,0,1
394,Ford F-150 Regular Cab XL,"22,010","19,490",15,19,4.788,2.31,4.6,8,1.26,pickup,0,0,0,0,1,rwd,0,1
395,Ford F-150 Supercab Lariat,"33,540","29,405",14,18,5.464,3.00,5.4,8,1.33,pickup,0,0,0,0,1,awd,1,0
396,Ford Ranger 2.3 XL Regular Cab,"14,385","13,717",24,29,3.028,1.43,2.3,4,1.11,pickup,0,0,0,0,1,rwd,0,1
397,GMC Canyon Z85 SL Regular Cab,"16,530","14,877",19,24,3.351,1.75,2.8,4,1.11,pickup,0,0,0,0,1,rwd,0,1
